Latitude,Longtitude,State,LGA,Population,Number of households,Number of households offgrid,Number of people owning mobile phones,Number of households owning radios,Number of ABC1 consumers,Median annual household spending per capita,"Number of households spending over 110,000 N annually per capita","Number of households spending over 5,000 N monthly on energy","Number of households spending over 10,000 N monthly on energy","Number of households spending over 250,000 N annually on discretionary expenses",Number of households with generators,Number of households with televisions,Proportion of households offgrid,Proportion of people owning mobile phones,Proportion of households owning radios,Proportion of ABC1 consumers,"Proportion of households spending over 110,000 N annually per capita","Proportion of households spending over 5,000 N monthly on energy","Proportion of households spending over 10,000 N monthly on energy","Proportion of households spending over 250,000 N annually on discretionary expenses",Proportion of households with generators,Proportion of households with televisions
6.62083333266667,3.3041666669823,Lagos,Agege,58169.9995157294,11921.724609375,379.359715269826,56015.1879642272,9124.42898827248,34479.1755603048,410691.9265307,11101.6218463451,5628.95878665841,1490.34881182696,11047.2823061852,6102.68046773016,11174.3230362511,3.18208755612007%,96.295665172011%,76.5361496531904%,59.2731233408065%,93.120938539505%,47.2159773111343%,12.5011175870895%,92.6651358604431%,51.1895775794983%,93.7307596206665%
6.62083333266667,3.31250000031541,Lagos,Agege,65214.9992736003,13364.205078125,491.452394862281,62094.0693197049,10182.4013972388,34464.164702129,454793.700483008,12351.73997825,6402.60410801158,2601.56707563332,11992.6667241361,6346.10667665163,12434.8674976989,3.67737842983798%,95.2143985453378%,76.1915979118408%,52.8469908548791%,92.4240529537201%,47.90860414505%,19.4666802883148%,89.7372245788574%,47.4858522415161%,93.0460691452026%
6.61249999933333,3.31250000031541,Lagos,Agege,65281.9982742775,13332.3916015625,374.860000021039,61776.1554176151,10184.779769698,37503.3511852976,463774.323630259,12221.5189621553,6431.46385860129,1609.04972862161,12633.2498919027,4819.949155326,12257.4906059749,2.81164858656797%,94.6296943271668%,76.3912437773306%,57.4482279597663%,91.6678667068481%,48.2393860816956%,12.0687253773212%,94.7560667991638%,36.152172088623%,91.9376730918884%
6.46249999933333,3.35416666698092,Lagos,Ajeromi/Ifelodun,58773.998373373,12618.9375,210.800620643312,56737.595343398,9676.4183184611,27253.6631063469,370909.73658333,12295.9917800613,3812.56013588234,2927.05600652285,11789.973410435,7714.2527338788,9644.94637453929,1.67051006190745%,96.5351973894334%,76.6817199820595%,46.3702723323549%,97.4407851696014%,30.2130043506622%,23.1957405805588%,93.4307932853699%,61.1323475837708%,76.4323174953461%
6.43749999933333,3.34583333364781,Lagos,Ajeromi/Ifelodun,29988.9982372891,6392.56591796875,113.761236836535,28532.5440981321,4920.73704941286,17416.9246436992,388558.09375,6359.32134530885,2666.92496094475,2467.5426844351,6177.11403424255,4614.49719070879,5636.19911776914,1.77958644926548%,95.1433718204498%,76.9759297370911%,58.0777140532909%,99.4799494743347%,41.7191624641419%,38.6001914739609%,96.6296494007111%,72.1853673458099%,88.1680250167847%
6.454166666,3.35416666698092,Lagos,Ajeromi/Ifelodun,48095.9991192032,10217.6025390625,220.986311909856,47060.6985494347,7641.37550679719,30979.0291657744,396693.652272447,10037.1034261392,2560.43537995574,918.808986963268,9732.94471675181,7564.93647174357,8742.95783171838,2.16280004105672%,97.8474289156515%,74.7863843556623%,64.4108236300375%,98.2334494590759%,25.0590622425079%,8.99241268634796%,95.2566385269165%,74.0382730960846%,85.5676054954529%
6.44583333266667,3.34583333364781,Lagos,Ajeromi/Ifelodun,78239.9969204354,16553.833984375,441.825129926778,75997.2802143369,12361.7057986836,52170.2731667763,374346.384014646,16505.3462907278,6709.91702329921,6434.25488446624,16015.9730289144,12045.9328494607,14535.6509052027,2.66901994029789%,97.1335419294825%,74.6757869527486%,66.6797996168505%,99.7070908546448%,40.5339151620865%,38.8686686754227%,96.7508375644684%,72.768235206604%,87.8083646297455%
6.454166666,3.34583333364781,Lagos,Ajeromi/Ifelodun,91365.997842043,19257.130859375,724.385358646984,88390.196625178,14059.3876109496,58973.9121518964,390740.256255303,19077.0364774407,4092.51432295385,6243.59119077242,18559.910488051,13963.7113698034,15667.5443480889,3.76164738110158%,96.7429883248146%,73.0087348609623%,64.546892218977%,99.0647912025452%,21.25194221735%,32.4222296476364%,96.379417181015%,72.5118994712829%,81.3597023487091%
6.46249999933333,3.34583333364781,Lagos,Ajeromi/Ifelodun,93629.9985940478,19630.201171875,482.229218592019,90764.4958369553,14766.3538837427,37097.2076339133,390203.657470676,19069.7595331004,6597.23522488587,5078.63868486614,18670.8937702297,13110.876144094,15952.5805851845,2.45656788929361%,96.9395462991338%,75.2226314669616%,39.6210703737761%,97.145003080368%,33.6075782775879%,25.8715569972992%,95.1131045818329%,66.789311170578%,81.2654972076416%
6.44583333266667,3.33750000031471,Lagos,Ajeromi/Ifelodun,83181.9978399726,17434.7265625,424.150640056647,79750.0868981825,12849.0204958969,56430.0601947754,385162.794440503,17398.1543247751,7364.22114155372,5001.38158913237,16907.9420995945,13465.2363815205,14710.4185598926,2.4327920402775%,95.8742143361446%,73.6978607025223%,67.8392701066603%,99.790233373642%,42.2388106584549%,28.6863207817078%,96.9785332679748%,77.2322773933411%,84.3742430210113%
6.454166666,3.33750000031471,Lagos,Ajeromi/Ifelodun,82642.0003510672,17236.083984375,649.497229654569,79736.0014266641,12643.012550702,52743.253536361,415298.150756014,16925.4470463929,2957.73100167935,4816.8501887485,16627.1095505508,14000.8745578816,13968.7236188765,3.76824126781557%,96.4836294958274%,73.3520013140062%,63.8213660273289%,98.1977522373199%,17.1601101756096%,27.9463142156601%,96.466863155365%,81.2300205230713%,81.0434877872467%
6.44583333266667,3.32916666698161,Lagos,Ajeromi/Ifelodun,77549.9974504263,16093.5869140625,467.892649883651,73652.0859876032,11661.092148933,49861.4709134325,399154.51687244,15858.4510966109,6737.12933360247,2724.64458225521,15440.5450573844,13394.9841195236,14075.3512438047,2.90732359654894%,94.9736794442646%,72.4580058578713%,64.295902711417%,98.5389471054077%,41.8621987104416%,16.9300019741058%,95.942223072052%,83.2318127155304%,87.4593794345856%
6.46249999933333,3.33750000031471,Lagos,Ajeromi/Ifelodun,78672.0007236971,16321.814453125,619.902038869806,76910.0431078841,12011.4325096326,41966.4662920617,416570.570245927,15885.8562979482,4884.57159230043,4319.91237744643,15590.0808484007,13498.9522726098,14074.64270111,3.79799709554423%,97.7603752293003%,73.5912820485034%,53.3435859086025%,97.3289847373962%,29.9266457557678%,26.4671087265015%,95.516836643219%,82.7049732208252%,86.2320959568024%
6.454166666,3.32916666698161,Lagos,Ajeromi/Ifelodun,67532.0009717745,13900.8486328125,397.483184164772,65347.6514989963,10021.5612401227,43384.4612249407,392832.640536401,13724.6207533921,1114.78687304552,1299.06706564104,13440.4495382576,13157.6122969064,13057.1176719444,2.85941667781725%,96.7654601650392%,72.093161394961%,64.2428191089341%,98.7322509288788%,8.01955983042717%,9.34523567557335%,96.6879785060883%,94.6533024311066%,93.9303636550903%
6.44583333266667,3.32083333364851,Lagos,Ajeromi/Ifelodun,35856.0003664751,7378.0546875,139.957838780533,33852.1133901176,5358.41135312014,22987.5287991024,420623.108150692,7092.8926092647,3166.89893831592,537.956530110387,6979.96413416416,6288.37881019525,6621.0800683382,1.89694770110137%,94.4112925148476%,72.6263436647933%,64.1106887666018%,96.1349964141846%,42.9232239723206%,7.29130581021309%,94.6043968200684%,85.2308511734009%,89.7401869297028%
6.47083333266667,3.33750000031471,Lagos,Ajeromi/Ifelodun,63209.0006698009,13004.7158203125,615.578703656589,62209.1656734872,9426.13404946864,36963.6602696311,421804.232710593,12731.6048012983,3816.26793641027,2297.50923097734,12419.277825192,9541.7968967185,11847.772222797,4.73350369329175%,98.4182078727414%,72.482430063913%,58.4784759732661%,97.8999078273773%,29.3452620506287%,17.6667392253876%,95.498263835907%,73.371821641922%,91.1036610603333%
6.46249999933333,3.32916666698161,Lagos,Ajeromi/Ifelodun,67466.0004261516,13785.9609375,410.479263340797,66517.2503176204,10317.8816824498,41844.5361857887,373260.579807817,13653.8172556087,6109.20892531285,2217.15899808496,13353.9737950503,12835.4165012352,13188.8278826857,2.9775165126446%,98.5937359521265%,74.8433985068353%,62.023146357389%,99.0414619445801%,44.3147122859955%,16.0827308893204%,96.8664705753326%,93.1049823760986%,95.6685423851013%
6.454166666,3.32083333364851,Lagos,Ajeromi/Ifelodun,35025.0012626871,7125.7666015625,140.157922586135,34090.7367292925,5200.65421867931,23224.8523459814,390384.384635166,6991.15475871368,2124.44242531201,504.148185833619,6870.98411935295,6788.96261964401,7090.42152136273,1.96691711114145%,97.3325781592764%,72.983785597734%,66.3093547714538%,98.1109142303467%,29.8135280609131%,7.07500278949737%,96.4244902133942%,95.2734351158142%,99.5039820671081%
6.53749999933333,3.22916666698439,Lagos,Alimosho,15006.9997321839,4020.767578125,624.990546396289,14972.8889984893,2934.04532284588,10123.8570549517,223458.861513891,3785.46954661911,2279.44078296865,1264.69031182554,3665.07838207169,1822.17764557799,3700.13891850645,15.5440605370117%,99.7727011774281%,72.9722687481008%,67.460899817571%,94.1479325294495%,56.6916823387146%,31.4539521932602%,91.1536991596222%,45.3191488981247%,92.0256853103638%
6.529166666,3.23750000031749,Lagos,Alimosho,18846.9998422222,5000.30517578125,521.390324611693,18614.4400641073,3620.03152922736,12608.6762504337,177050.264939698,4636.95096659649,3087.0327906996,1128.34627068423,4337.98532640139,2965.57525180106,4681.7841443044,10.4271700682795%,98.7660647314597%,72.3962118704438%,66.9001769830072%,92.733359336853%,61.7368876934052%,22.5655481219292%,86.7544114589691%,59.3078851699829%,93.6299681663513%
6.529166666,3.22916666698439,Lagos,Alimosho,10439.0002448852,2766.7197265625,356.525342201149,10411.496543883,1983.31226935392,6662.99888880478,234731.273539409,2565.30357348738,1557.94064821996,702.450078605528,2471.65864671487,1681.35088748805,2565.54796913889,12.8862110165424%,99.7365293576301%,71.6846108520748%,63.8279407270773%,92.7200376987457%,56.3100278377533%,25.3892749547958%,89.3353462219238%,60.7705533504486%,92.7288711071014%
6.629166666,3.25416666698369,Lagos,Alimosho,9395.0001714559,2488.123046875,730.815623812684,9107.97618144103,1786.14155744126,6213.49589218305,303544.589282547,2424.45553108223,2021.87848991645,1908.08907249791,2271.67158622982,172.35376614987,2434.10194462212,29.3721656865228%,96.9449283153085%,71.7867052308606%,66.1361977518748%,97.4411427974701%,81.2611937522888%,76.687890291214%,91.3006126880646%,6.9270595908165%,97.8288412094116%
6.66249999933333,3.25416666698369,Lagos,Alimosho,17909.0001699444,4728.09130859375,411.897315136426,17330.7089589263,3306.04556705751,12004.6477420941,296036.816281085,4445.52406549864,3388.06202732492,1218.86536389594,3439.32946732669,1174.19897526908,4456.29085353098,8.71170390444373%,96.7709464206238%,69.9234712546363%,67.0313676262106%,94.0236508846283%,71.6581344604492%,25.7792264223099%,72.7424502372742%,24.8345240950584%,94.2513704299927%
6.53749999933333,3.23750000031749,Lagos,Alimosho,12775.000514939,3371.88037109375,438.061349161518,12661.7637368823,2483.10402414395,8927.55467518063,190778.813590636,3131.92343409406,1986.09899335267,913.960656069436,2991.34032251607,1681.97184074359,3127.73582040344,12.9916041184884%,99.1136064697275%,73.641521965932%,69.8830083391449%,92.8835868835449%,58.9018225669861%,27.1053701639175%,88.7143075466156%,49.882310628891%,92.7593946456909%
6.52083333266667,3.23750000031749,Lagos,Alimosho,13871.0001871505,3650.5888671875,273.049363018221,13642.3213476321,2538.02525230534,9109.65619563526,236693.801534258,3258.66597861179,2094.99216713122,660.074032200952,3103.68299282331,2438.36809284025,3432.99268028879,7.47959775674725%,98.3513889666711%,69.5237219156014%,65.674111979856%,89.2641186714172%,57.387787103653%,18.0813029408455%,85.0186944007874%,66.793829202652%,94.0394222736359%
6.54583333266667,3.22916666698439,Lagos,Alimosho,16208.9999695729,4264.64306640625,682.335559216414,16089.4011737226,3113.94544233491,11288.5772839379,212451.767319719,4028.44990474737,2316.82210093079,1233.91144432726,3918.99612430273,1772.55521254678,3889.06317395086,15.9998280885769%,99.262145745729%,73.0177272481325%,69.6438849104108%,94.4615960121155%,54.3262839317322%,28.933522105217%,91.895055770874%,41.5639758110046%,91.1931693553925%
6.654166666,3.25416666698369,Lagos,Alimosho,19311.9998591005,5068.72265625,583.869463824874,18661.5986354241,3598.63805703743,12944.6226223403,294955.046730019,4691.58366920077,3665.66559873149,1902.5995738433,3581.38455445552,1231.57845920941,4751.96495304163,11.5190651259037%,96.6321394551488%,70.9969414601945%,67.0289080197997%,92.5594866275787%,72.3193168640137%,37.5360757112503%,70.6565499305725%,24.2976099252701%,93.7507390975952%
6.62083333266667,3.24583333365059,Lagos,Alimosho,12229.9999519351,3209.49169921875,904.45645150557,11805.3258158045,2290.88617092377,7262.63775858304,220414.132598968,2948.53585530591,1471.19640501638,1242.72206602577,2859.26255490756,778.792015661669,3038.49592490363,28.1806758286906%,96.5276031251058%,71.3784731545314%,59.3837922087146%,91.8692469596863%,45.8389222621918%,38.7202143669128%,89.0877068042755%,24.2652758955956%,94.6721851825714%
6.54583333266667,3.22083333365128,Lagos,Alimosho,12792.0001988924,3356.0615234375,457.554064682199,12732.7062569389,2389.98875629967,8609.09477008943,222321.064730897,3176.58185596118,1714.06360043754,1085.88956515494,3086.44144842098,1488.88271293219,3088.68466171238,13.6336614059906%,99.5364763834305%,71.2140924595352%,67.3006147297813%,94.6520745754242%,51.0736644268036%,32.3560684919357%,91.96617603302%,44.3639874458313%,92.0330166816711%
6.53749999933333,3.22083333365128,Lagos,Alimosho,14505.0000652331,3803.044921875,341.357934674579,14495.5870081169,2726.0006169609,9409.87992225067,227929.180023553,3532.70873763808,1981.40577720304,1118.29876399372,3479.01207585144,2066.22979203961,3561.7828310231,8.97591118924465%,99.9351047426827%,71.67942196215%,64.8733531880853%,92.8915858268738%,52.1005094051361%,29.405352473259%,91.4796471595764%,54.3309330940247%,93.6560809612274%
6.63749999933333,3.25416666698369,Lagos,Alimosho,14507.9997812149,3800.615234375,780.616181166582,13968.1082228777,2701.45902958541,9675.46612238897,316027.943002348,3658.00349755271,2921.37119893218,2202.18521450705,3138.21143670764,371.071769424161,3697.51855876297,20.5392057082293%,96.2786630377793%,71.0795190513321%,66.6905587834159%,96.2476670742035%,76.8657445907593%,57.9428613185883%,82.571142911911%,9.76346582174301%,97.2873687744141%
6.629166666,3.24583333365059,Lagos,Alimosho,15812.9996123437,4137.54736328125,1528.55658670851,15226.7107369382,2921.73835400083,8428.8632883195,216184.453566004,3759.45335241029,1987.18216000139,1579.76230026276,3467.09945503939,823.883289673002,3854.60856467811,36.9435429373865%,96.2923614128985%,70.615224370115%,53.3033800983584%,90.8618807792664%,48.0280220508575%,38.1811290979385%,83.7960064411163%,19.9123591184616%,93.161678314209%
6.66249999933333,3.24583333365059,Lagos,Alimosho,9751.00057533927,2550.48315429688,301.757320391535,9357.4541138313,1704.00313328587,5680.30047830971,239680.522775868,2349.17316302966,1507.01513697034,1008.6985400857,1989.36310552384,496.323454241902,2464.76661911107,11.8313786892948%,95.9640402185672%,66.8109934549099%,58.2535139283598%,92.1069860458374%,59.0874373912811%,39.5493119955063%,77.9994606971741%,19.4599777460098%,96.6392040252686%
6.554166666,3.22083333365128,Lagos,Alimosho,18958.9998033435,4952.07080078125,890.19197480499,18738.9350849121,3528.8201529083,13347.2699553197,218777.619838383,4690.80306258233,2382.59825608025,1520.17023367732,4552.28972587473,1991.15312365192,4473.71849077396,17.9761560489917%,98.8392598728095%,71.2594850693892%,70.400707282912%,94.7240710258484%,48.1131702661514%,30.6976675987244%,91.9269919395447%,40.2084946632385%,90.3403580188751%
6.64583333266667,3.25416666698369,Lagos,Alimosho,18170.9997186942,4745.1875,590.504149320225,17477.0242219003,3389.49926630926,10030.8172606076,292661.717215219,4416.86842235178,3458.54238761216,2116.8670173008,3488.85496897996,945.315331999213,4547.84545087814,12.4442743162462%,96.180862321626%,71.4302494118358%,55.2023411804249%,93.08100938797%,72.885262966156%,44.6108192205429%,73.5240697860718%,19.9215590953827%,95.8412170410156%
6.62083333266667,3.25416666698369,Lagos,Alimosho,9879.00028546817,2577.92358398438,578.132446176288,9656.75782537806,1865.57119296336,6677.03226216889,257537.273887986,2457.31374665811,1480.0646467862,1225.24155653864,2324.58442867647,529.886891732805,2494.13853525039,22.4262832990084%,97.7503547558651%,72.3672029905549%,67.5881371517995%,95.3214347362518%,57.4130535125732%,47.5282341241836%,90.1727437973022%,20.5547943711281%,96.7499017715454%
6.67083333266667,3.25416666698369,Lagos,Alimosho,19324.0000116879,5031.52978515625,519.695513613241,18620.4056822046,3503.31130029232,10955.7002898478,265826.879188676,4753.22412164582,3444.41132536874,952.617568278473,3550.95530349563,1354.07633771621,4849.7519545574,10.3287774455081%,96.3589612447853%,69.6271601258846%,56.694785154323%,94.468766450882%,68.4565424919128%,18.9329609274864%,70.5740690231323%,26.9118219614029%,96.3872253894806%
6.654166666,3.24583333365059,Lagos,Alimosho,16370.0001146842,4256.58203125,517.424101486932,15641.0143542021,2930.32912089866,10016.651652901,232139.0960143,3844.83856456703,2659.14671277976,1976.71594651707,3326.87626058585,970.783021727111,3972.27102833218,12.1558588014568%,95.5468188431582%,68.8423035051466%,61.1890750319289%,90.3268992900848%,62.4714076519012%,46.4390426874161%,78.1583964824677%,22.8066325187683%,93.3206737041473%
6.64583333266667,3.24583333365059,Lagos,Alimosho,16437.0000778147,4265.12158203125,636.380910553763,15663.8734704833,2983.97646166875,8578.25139604754,226998.260367237,3849.80114994518,2637.0009567808,2077.15585389209,3344.20427837147,977.70119935077,3994.729269565,14.9205807692518%,95.2964251160716%,69.9622837069898%,52.1886679773504%,90.2624011039734%,61.8270993232727%,48.7009763717651%,78.4081816673279%,22.9231730103493%,93.6603844165802%
6.679166666,3.25416666698369,Lagos,Alimosho,8112.00081840479,2104.69848632812,248.56685117124,7792.19519333088,1481.93884444399,4572.1496803559,217088.791280524,1960.73341842748,1333.3280797852,389.69003150416,1440.40011614532,631.412079984509,2061.37351780278,11.8100931219318%,96.0576233628044%,70.4109806735022%,56.3627862312643%,93.1598246097565%,63.3500754833221%,18.5152426362038%,68.4373617172241%,30.0001204013824%,97.9415118694305%
6.63749999933333,3.24583333365059,Lagos,Alimosho,16731.9998785708,4335.0322265625,1315.0702376819,15952.7318305075,3031.91633795037,9426.64562252667,227324.509080066,3972.6783772505,2495.90330230974,1891.59939919328,3419.62458228628,933.700485085546,4071.60327802476,30.3358814641314%,95.342648495585%,69.9398800168679%,56.3390251669776%,91.6412651538849%,57.5751960277557%,43.6351865530014%,78.8834869861603%,21.5384900569916%,93.9232528209686%
6.57083333266667,3.23750000031749,Lagos,Alimosho,10946.0004224305,2833.11645507813,488.732312305629,10671.8674587134,2020.69758110465,7389.70318599616,200039.656808696,2741.06221079587,1284.43541411252,848.807108272305,2569.26209283215,963.696125794851,2675.48410115014,17.2506961875717%,97.4955878573206%,71.3241976863577%,67.5105326220636%,96.7507779598236%,45.3364849090576%,29.9601912498474%,90.6867802143097%,34.0154081583023%,94.4360792636871%
6.629166666,3.26250000031679,Lagos,Alimosho,13392.99978975,3460.9990234375,430.751485712991,13028.8094647643,2492.0864920036,8937.61972415576,326153.552727261,3333.77692009544,2888.27573199337,2384.6562128241,3024.07172753615,539.689092735613,3321.16817015078,12.4458713451229%,97.2807412028455%,72.0048308343189%,66.7335164971476%,96.3241219520569%,83.4520816802978%,68.9008057117462%,87.3756885528565%,15.5934482812881%,95.9598124027252%
6.51249999933333,3.23750000031749,Lagos,Alimosho,10791.0000165026,2782.41845703125,136.552953366626,10536.5556731449,1910.11303383554,6611.53673053104,224367.125686006,2384.37687058628,1287.52845047011,540.333002549217,2300.99063591412,2569.47090750307,2672.9894061537,4.90770728685876%,97.6420689188344%,68.6493805059634%,61.2689900882223%,85.6944024562836%,46.2737172842026%,19.4195449352264%,82.6975047588348%,92.3466742038727%,96.0671246051788%
6.529166666,3.22083333365128,Lagos,Alimosho,15656.9994010341,4031.73291015625,299.290041426852,15652.9709989839,2876.45327106444,9294.25698104111,236680.699078444,3688.19749799688,2013.91045176851,1033.40104187044,3637.02011746613,2787.31613093449,3793.38815746206,7.42335983301167%,99.9742709190505%,71.3453330159453%,59.3616742453682%,91.4792120456696%,49.9514847993851%,25.6316840648651%,90.2098476886749%,69.1344439983368%,94.0882802009583%
6.52083333266667,3.22916666698439,Lagos,Alimosho,8547.00015046386,2200.7001953125,182.041552405775,8401.89261694526,1531.36846004097,5258.8440374659,276885.205544682,1924.40903705405,1122.72540946701,367.955988493821,1919.18249057088,1743.44421014516,2057.86377595778,8.27198328938783%,98.3022401899604%,69.5855102527274%,61.5285356837217%,87.4453067779541%,51.0167360305786%,16.719950735569%,87.2078120708466%,79.2222499847412%,93.5095012187958%
6.61249999933333,3.24583333365059,Lagos,Alimosho,13266.0000737515,3399.6845703125,627.085487869448,12866.6971279079,2460.64634135118,8738.48736747407,224150.358243395,3181.62832258217,1611.86084974112,1252.49245403221,3150.03620247508,680.119956056618,3239.2696305401,18.4454020630451%,96.9900275620105%,72.3786660338607%,65.8713049818558%,93.5859858989716%,47.4120706319809%,36.8414312601089%,92.6567196846008%,20.0053840875626%,95.2814757823944%
6.554166666,3.22916666698439,Lagos,Alimosho,20269.9997359179,5193.171875,785.370533587699,19985.02888993,3749.07036186042,14353.1883539494,191282.022848623,4931.55137279164,2671.40633238014,1308.70719189337,4762.74992298894,2119.53484266764,4719.75706801191,15.1231376987248%,98.5941250631446%,72.1923027409992%,70.8100076021016%,94.9622213840485%,51.4407455921173%,25.2005368471146%,91.7117714881897%,40.8138781785965%,90.8838987350464%
6.56249999933333,3.22916666698439,Lagos,Alimosho,18613.0000297924,4763.42919921875,726.962501034894,18280.7924253055,3398.98252595788,12879.4467086434,189282.393539826,4513.32811056677,2222.58526285212,1130.84374808511,4309.32184065546,1795.46899725824,4396.50677613533,15.2613268851382%,98.2151850644432%,71.3557897851268%,69.1959742547053%,94.7495579719543%,46.6593533754349%,23.7401187419891%,90.4667973518371%,37.6927822828293%,92.2970950603485%
6.63749999933333,3.26250000031679,Lagos,Alimosho,14133.0000366989,3608.82836914062,219.400430803969,13732.4956677764,2588.52636092377,9076.57115845436,319954.11283318,3447.09161340771,2823.81537763489,1842.44890028594,2792.9130449716,673.716905597648,3449.86515062579,6.07954738662773%,97.1661758446009%,71.7276106300444%,64.2225368632661%,95.5183029174805%,78.2474279403687%,51.0539352893829%,77.391129732132%,18.6685770750046%,95.5951571464539%
6.54583333266667,3.21250000031818,Lagos,Alimosho,7936.0004161693,2025.87268066406,183.767835988167,7743.16746657492,1424.69004168607,4862.60095090904,220491.633435721,1844.12585213224,825.374062965489,276.445828957697,1799.12783491357,1445.37253849035,1853.19742342319,9.07104566551191%,97.5701494520906%,70.324757092784%,61.2726902206516%,91.0287141799927%,40.7416552305222%,13.6457651853561%,88.8075470924377%,71.3456749916077%,91.4765000343323%
